Código;Nome;Cota (m);Afluência (m³/s);Defluência (m³/s);Vazão Vertida (m³/s);Vazão Turbinada (m³/s);Vazão Natural (m³/s);Volume Útil (%);Vazão Incremental (m³/s);Data da Medição;Mês da Medição
19015;A. VERMELHA;383,25;1670,6;1402;314;1088;1902,68;99,4;176,62;07/05/2023;5
19015;A. VERMELHA;383,31;2140,49;1692;314;1378;1885,77;100,15;182,15;08/05/2023;5
19015;A. VERMELHA;383,3;2291;2291;672;1619;1923,15;100;59,5;09/05/2023;5
19015;A. VERMELHA;383,3;2320,48;2545;941;1604;1880,9;100;189,07;10/05/2023;5
19015;A. VERMELHA;383,23;2496,26;3049;941;2108;1858,03;99,08;188,63;11/05/2023;5
19015;A. VERMELHA;383,16;2596,44;3103;863;2240;1934,08;98,23;173,59;12/05/2023;5
19015;A. VERMELHA;383,15;2393,37;2438;314;2124;1911,49;98,15;142,35;13/05/2023;5
19015;A. VERMELHA;383,2;2023,41;1666;314;1352;1866,83;98,8;158,24;14/05/2023;5
19015;A. VERMELHA;383,21;1922,63;1863;314;1549;1837,51;98,9;178,29;15/05/2023;5
19015;A. VERMELHA;383,19;1756,96;1906;314;1592;1813,79;98,65;185,07;16/05/2023;5
19015;A. VERMELHA;383,13;1509,34;1926;314;1612;1784,52;97,91;147,41;17/05/2023;5
19015;A. VERMELHA;383,08;1503,89;1890;314;1576;1779,6;97,26;157,41;18/05/2023;5
19015;A. VERMELHA;383,03;1598,27;1954;301;1653;1764,39;96,67;143,98;19/05/2023;5
19015;A. VERMELHA;383,02;1172,17;1261;314;947;1745,42;96,52;149,58;20/05/2023;5
19015;A. VERMELHA;382,99;982,32;1219;314;905;1705,72;96,12;136,93;21/05/2023;5
19015;A. VERMELHA;382,97;1223,54;1327;314;1013;1658,59;95,95;133,89;22/05/2023;5
19015;A. VERMELHA;382,96;1246,04;1379;314;1065;1655,8;95,78;138,55;23/05/2023;5
19015;A. VERMELHA;382,96;1262,23;1277;157;1120;1636,29;95,8;147,73;24/05/2023;5
19015;A. VERMELHA;383,01;1331,92;1051;0;1051;1653,4;96,39;159,18;25/05/2023;5
19015;A. VERMELHA;383,05;1296,51;1030;0;1030;1639,93;96,84;159,53;26/05/2023;5
19015;A. VERMELHA;383,09;1220,23;894;0;894;1604;97,38;235;27/05/2023;5
19015;A. VERMELHA;383,12;1075,75;853;0;853;1565,99;97,76;221,73;28/05/2023;5
19015;A. VERMELHA;383,13;1286,04;1182;0;1182;1505,69;97,93;212,01;29/05/2023;5
19015;A. VERMELHA;383,17;1463,04;1121;0;1121;1495,84;98,33;241,75;30/05/2023;5
19015;A. VERMELHA;383,13;1395,27;1663;0;1663;1520,48;97,88;194,72;31/05/2023;5
19015;A. VERMELHA;383,11;1369,57;1533;0;1533;1613,82;97,61;262,71;01/06/2023;6
19015;A. VERMELHA;383,12;1538,42;1479;0;1479;1791,5;97,71;268,5;02/06/2023;6
19015;A. VERMELHA;383,15;1436,71;1184;0;1184;2049,13;98,13;282,27;03/06/2023;6
19015;A. VERMELHA;383,18;1334,47;1141;0;1141;2223,49;98,45;293,75;04/06/2023;6
19015;A. VERMELHA;383,16;1654,68;1744;0;1744;2271,19;98,3;269,9;05/06/2023;6
19015;A. VERMELHA;383,16;1692,23;1722;0;1722;2283,69;98,25;252,14;06/06/2023;6
19015;A. VERMELHA;383,13;1527,92;1751;0;1751;2248,12;97,88;246,24;07/06/2023;6
19015;A. VERMELHA;383,13;1289,28;1319;0;1319;2185,27;97,83;231,78;08/06/2023;6
19015;A. VERMELHA;383,13;1219,17;1353;0;1353;2066,84;97,91;263,34;09/06/2023;6
19015;A. VERMELHA;383,15;1257,96;1139;0;1139;1896,34;98,11;239,79;10/06/2023;6
19015;A. VERMELHA;383,17;1250,67;1087;0;1087;1724,78;98,35;231,93;11/06/2023;6
19015;A. VERMELHA;383,15;1528,83;1633;0;1633;1601,2;98,18;211,03;12/06/2023;6
19015;A. VERMELHA;383,16;1681,76;1652;0;1652;1543,57;98,23;206,11;13/06/2023;6
19015;A. VERMELHA;383,16;1807,12;1822;0;1822;1499,34;98,2;208,13;14/06/2023;6
19015;A. VERMELHA;383,15;2016,12;2031;0;2031;1466,66;98,18;227,82;15/06/2023;6
19015;A. VERMELHA;383,15;2025,24;2055;0;2055;1488,27;98,13;231,97;16/06/2023;6
19015;A. VERMELHA;383,14;1556,91;1661;0;1661;1533,95;97,96;238,84;17/06/2023;6
19015;A. VERMELHA;383,15;1185,97;1067;0;1067;1600,17;98,15;212,4;18/06/2023;6
19015;A. VERMELHA;383,18;1702,29;1479;0;1479;1707,33;98,55;229,99;19/06/2023;6
19015;A. VERMELHA;383,27;2163,61;1552;0;1552;1862,03;99,58;244,37;20/06/2023;6
19015;A. VERMELHA;383,32;2264,84;1876;320;1556;2014,41;100,23;232,82;21/06/2023;6
19015;A. VERMELHA;383,22;2173,91;2921;1430;1491;2052,81;98,98;222,31;22/06/2023;6
19015;A. VERMELHA;383,15;2023,09;2619;1128;1491;2029,46;98,13;206,88;23/06/2023;6
19015;A. VERMELHA;383,2;1800,23;1428;314;1114;1917,75;98,75;230,01;24/06/2023;6
19015;A. VERMELHA;383,24;1613,37;1330;314;1016;1779,14;99,23;212,36;25/06/2023;6
19015;A. VERMELHA;383,19;1706,13;2064;314;1750;1655,35;98,63;108,54;26/06/2023;6
19015;A. VERMELHA;383,14;1650,91;2023;314;1709;1592,96;98,01;191,21;27/06/2023;6
19015;A. VERMELHA;383,09;1269,62;1641;314;1327;1524,27;97,38;110,8;28/06/2023;6
19015;A. VERMELHA;383,04;1378,32;1749;314;1435;1470,02;96,77;211,15;29/06/2023;6
19015;A. VERMELHA;382,98;1313,12;1757;314;1443;1431,29;96,02;170,82;30/06/2023;6
19015;A. VERMELHA;382,95;1101,44;1323;314;1009;1381,75;95,65;92,27;01/07/2023;7
